id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
530753;6pers,1 block from Copacabana beach;2397123;Camila;;Copacabana;-22.97644149;-43.18954097;Entire home/apt;285;3;24;1/06/2018;0.31;1;359
2807482;Coração de Copacabana;14175180;Maria Tereza;;Copacabana;-22.97679431;-43.18982275;Entire home/apt;368;7;4;2/07/2018;0.08;1;340
7480773;Renovated Apartment-Beach Block;6373450;Paulo;;Copacabana;-22.97592227;-43.19014095;Entire home/apt;436;1;5;2/01/2018;0.15;1;364
15200759;RECANTO NAS ALTURAS;96445730;Fernando;;Copacabana;-22.9823479;-43.19304988;Entire home/apt;105;2;38;8/10/2018;1.55;2;49
1044765;VEM PRO RIO - 3QT - C.032;4928492;Felipe;;Copacabana;-22.97713956;-43.18955719;Entire home/apt;451;4;5;15/03/2016;0.09;9;355
24328476;Ótimo apartamento em Copacabana;27832547;Raul;;Copacabana;-22.97816347;-43.19017169;Entire home/apt;150;5;1;19/06/2018;0.26;1;318
28863459;quarto para Reveillon;119608702;Fatima;;Copacabana;-22.98429495;-43.19068746;Private room;500;2;0;;;1;6
2179611;Studio Copacabana Beach - World Cup;10671319;Eduardo;;Copacabana;-22.97636714;-43.18816263;Entire home/apt;841;4;0;;;2;365
16993720;2 Quartos Copacabana/Ipanema a 100 metros da Praia;22713969;Maria;;Copacabana;-22.98627644;-43.19103678;Entire home/apt;285;3;0;;;18;21
68422;Copacabana Beach Living+AirConWiFi ;339264;David;;Copacabana;-22.98498286;-43.19135454;Private room;109;1;79;22/11/2017;0.84;1;365
